input,target
"Simplify the phrase ""out of"" in the sentence: Therefore, the advertisers get out of the use an advantage which is enough to constitute a consideration.",from
"Simplify the phrase ""as to"" in the sentence: Lord Campbell's judgment when you come to examine it is open to the explanation, that the real point in that case was that the promise, if any, was to the original bearer and not to the plaintiff, and that as the plaintiff was not suing in the name of the original bearer there was no contract with him.",about
"Simplify the phrase ""as to"" in the sentence: It appears to me, therefore, that the defendants must perform their promise, and, if they have been so unwary as to expose themselves to a great many actions, so much the worse for them.",about
"Simplify the phrase ""as to"" in the sentence: It was urged also, that if you look at this document you will find much vagueness as to the persons with whom the contract was intended to be made that, in the first place, its terms are wide enough to include persons who may have used the smoke ball before the advertisement was issued; at all events, that it is an offer to the world in general, and, also, that it is unreasonable to suppose it to be a definite offer, because nobody in their senses would contract themselves out of the opportunity of checking the experiment which was going to be made at their own expense.",about
"Simplify the phrase ""out of"" in the sentence: It was urged also, that if you look at this document you will find much vagueness as to the persons with whom the contract was intended to be made that, in the first place, its terms are wide enough to include persons who may have used the smoke ball before the advertisement was issued; at all events, that it is an offer to the world in general, and, also, that it is unreasonable to suppose it to be a definite offer, because nobody in their senses would contract themselves out of the opportunity of checking the experiment which was going to be made at their own expense.",from
"Simplify the phrase ""as in"" in the sentence: It was urged also, that if you look at this document you will find much vagueness as to the persons with whom the contract was intended to be made that, in the first place, its terms are wide enough to include persons who may have used the smoke ball before the advertisement was issued; at all events, that it is an offer to the world in general, and, also, that it is unreasonable to suppose it to be a definite offer, because nobody in their senses would contract themselves out of the opportunity of checking the experiment which was going to be made at their own expense.",meaning
"Simplify the phrase ""as in"" in the sentence: But the main point seems to be that the vagueness of the document shews that no contract whatever was intended.",meaning
"Simplify the phrase ""as in"" in the sentence: It was intended to be issued to the public and to be read by the public.",meaning
"Simplify the phrase ""as to"" in the sentence: It was intended unquestionably to have some effect, and I think the effect which it was intended to have, was to make people use the smoke ball, because the suggestions and allegations which it contains are directed immediately to the use of the smoke ball as distinct from the purchase of it.",about
"Simplify the phrase ""as in"" in the sentence: It was intended unquestionably to have some effect, and I think the effect which it was intended to have, was to make people use the smoke ball, because the suggestions and allegations which it contains are directed immediately to the use of the smoke ball as distinct from the purchase of it.",meaning
"Simplify the phrase ""as to"" in the sentence: It did not follow that the smoke ball was to be purchased from the defendants directly, or even from agents of theirs directly.",about
"Simplify the phrase ""as to"" in the sentence: It could not be supposed that after you have left off using it you are still to be protected for ever, as if there was to be a stamp set upon your forehead that you were never to catch influenza because you had once used the carbolic smoke ball.",about
"Simplify the phrase ""as to"" in the sentence: It says: During the last epidemic of influenza many thousand carbolic smoke balls were sold, and in no ascertained case was the disease contracted by those using not who had used the carbolic smoke ball, and it concludes with saying that one smoke ball will last a family several months which imports that it is to be efficacious while it is being used, and that the ball can be refilled at a cost of 5 s. I, therefore, have myself no hesitation in saying that I think, on the construction of this advertisement, the protection was to enure during the time that the carbolic smoke ball was being used.",about
"Simplify the phrase ""as to"" in the sentence: My brother, the Lord Justice who preceded me, thinks that the contract would be sufficiently definite if you were to read it in the sense that the protection was to be warranted during a reasonable period after use.",about
"Simplify the phrase ""as in"" in the sentence: Therefore, it cannot be said that the statement that 100 l. would be paid was intended to be a mere puff.",meaning
"Simplify the phrase ""as to"" in the sentence: I think it was intended to be understood by the public as an offer which was to be acted upon.",about
"Simplify the phrase ""as in"" in the sentence: I think it was intended to be understood by the public as an offer which was to be acted upon.",meaning
"Simplify the phrase ""on the part of"" in the sentence: But it was said there was no check on the part of the persons who issued the advertisement, and that it would be an insensate thing to promise 100 l. to a person who used the smoke ball unless you could check or superintend his manner of using it.",for
"Simplify the phrase ""in respect of"" in the sentence: If the circular had gone on, and we undertake to sell to the highest bidder, the reward cases would have applied, and there would have been a good contract in respect of the persons.",about
"Simplify the phrase ""as to"" in the sentence: As soon as the highest bidder presented himself, says Willes, J., the person who was to hold the vinculum juris on the other side of the contract was ascertained, and it became settled.",about
"Simplify the phrase ""as to"" in the sentence: Now, I will not enter into an elaborate discussion upon the law as to requests in this kind of contracts.",about
"Simplify the phrase ""as to"" in the sentence: Then as to the alleged want of consideration.",about
"Simplify the phrase ""in the case of"" in the sentence: p. 47, which is cited and adopted by Tindal, C.J., in the case of Laythoarp v. Bryant 3 Scott , 238, 250 , is this: Any act of the plaintiff from which the defendant derives a benefit or advantage, or any labour, detriment, or inconvenience sustained by the plaintiff, provided such act is performed or such inconvenience suffered by the plaintiff, with the consent, either express or implied, of the defendant.",in
"Simplify the phrase ""as to"" in the sentence: It must not be forgotten that this advertisement states that as security for what is being offered, and as proof of the sincerity of the offer, 1000 l. is actually lodged at the bank wherewith to satisfy any possible demands which might be made in the event of the conditions contained therein being fulfilled and a person catching the epidemic so as to entitle him to the 100 l.",about
"Simplify the phrase ""as to"" in the sentence: In the next place, it was said that the promise was too wide, because there is no limit of time within which the person has to catch the epidemic.",about
"Simplify the phrase ""by reason of"" in the sentence: One is the consideration of the inconvenience of having to use this carbolic smoke ball for two weeks three times a day; and the other more important consideration is the money gain likely to accrue to the defendants by the enhanced sale of the smoke balls, by reason of the plaintiff's user of them.",because
"Simplify the phrase ""on behalf of"" in the sentence: First Defendant Appellant and J. J. CROMERTY Second Defendant Appellant On their own behalf and on behalf of all other members of the Lintz Cricket Club Transcript of the Shorthand Notes of the Association of Official Shorthandwriters Ltd., Room 392, Royal Courts of Justice, and 2 New Square, Lincoln's Inn, London, W.C.2.",for
"Simplify the phrase ""on behalf of"" in the sentence: and MR.P.N. SUCH instructed by Messrs Hay Kilner, Solicitors, Newcastle upon Tyne appeared on behalf of the Plaintiffs Respondents.",for
"Simplify the phrase ""on behalf of"" in the sentence: MR. M. KEMPSTER, Q.C. and MR.J. HARPER Instructed by Messrs .Halsey, Lightly and Hemsley, Solicitors, London agents for Messrs. Nicholson, Martin Wilkinson, Newcastle upon Tyne appeared on behalf of the Defendants Appellants.",for
"Simplify the phrase ""out of"" in the sentence: It was a small ground, and there might be trouble when a batsman hit a ball out of the ground.",from
"Simplify the phrase ""out of"" in the sentence: So long as the National Coal Board owned the neighbouring field, they could not complain of the occasional ball being hit out of the ground on to the field: nor could they have got an injunction to restrain the playing of cricket on the ground, seeing that they had leased it to the club for that very purpose.",from
"Simplify the phrase ""out of"" in the sentence: Miss Stone had just stepped out of her garden gate on to the pavement when she was hit by a cricket ball.",from
"Simplify the phrase ""out of"" in the sentence: That would be quite out of date.",from
"Simplify the phrase ""out of"" in the sentence: That suggestion was dismissed by the House of Lords out of hand.",from
"Simplify the phrase ""as to"" in the sentence: But there is no case, so far as I know, where it has been granted so as to stop a man being negligent.",about
"Simplify the phrase ""out of"" in the sentence: No one could suggest that it was a nuisance to the neighbouring owners simply because an enthusiastic batsman occasionally hit a ball out of the ground for six to the approval of the admiring onlookers.",from
"Simplify the phrase ""out of"" in the sentence: He could not complain if a batsman hit a six out of the ground and by a million to one chance it struck a cow or even the farmer himself.",from
"Simplify the phrase ""as to"" in the sentence: It was said, however, that the case of the physician's consulting room was to the contrary.",about
"Simplify the phrase ""as in"" in the sentence: It was in the days when rights of property were in the ascendant and not subject to any limitations except those provided by the law of easements.",meaning
"Simplify the phrase ""as to"" in the sentence: That was made clear by Lord Wright in SedleighDenfield v.O'Callaghan 1940 AC 880 , at page 903, when he said: ""A balance has to be maintained between the right of the occupier to do what he likes with his own, and the right of his neighbour not to be interfered with"".",about
"Simplify the phrase ""out of"" in the sentence: If by a milliontoone chance a cricket ball does go out of the ground and cause damage, the cricket club will pay.",from
"Simplify the phrase ""as to"" in the sentence: In a new situation like this, we have to think afresh as to how discretion should be exercised.",about
"Simplify the phrase ""as to"" in the sentence: If she feels like that about it, it is quite plain that, for peace in the future, one or other has to move.",about
"Simplify the phrase ""as in"" in the sentence: His wife was in the house.",meaning
"Simplify the phrase ""as in"" in the sentence: Mrs. Milner would not leave him in the garden whilst a match was in progress.",meaning
"Simplify the phrase ""as to"" in the sentence: In the end there was little if any dispute as to the basic facts.",about
"Simplify the phrase ""from time to time"" in the sentence: Mr. Jackson, the Chairman of the Club, freely conceded that there was no way in which they could stop balls going into the premises in Brackenridge from time to time; that the Plaintiffs were likely to suffer in the future as they had done in the past from broken tiles and so on; that something like an average of eight balls a year were going to land in the vicinity of the Millers' house.",sometimes
"Simplify the phrase ""as to"" in the sentence: I have dealt with the evidence at some length because in the end the outcome of the case may depend upon a decision as to the degree of potential or actual danger to person or property.",about
"Simplify the phrase ""as to"" in the sentence: No technical question arises as to the position of the Defendants.",about
"Simplify the phrase ""out of"" in the sentence: Even if there were such an obligation it would be unreasonable to expect them to live behind shutters during the summer weekends and to stay out of their garden.",from
"Simplify the phrase ""as to"" in the sentence: A balance has to be maintained between on the one hand the rights of the individual to enjoy his house and garden without the threat of damage and on the other hand the rights of the public in general or a neighbour to engage in lawful pastimes.",about
"Simplify the phrase ""by way of"" in the sentence: Difficult questions may sometimes arise when the Defendants' activities are offensive to the senses for example by way of noise.",for
"Simplify the phrase ""out of"" in the sentence: They or their predecessors have been playing cricket on this ground and no doubt hitting sixes out of it for 70 years or so.",from
"Simplify the phrase ""out of"" in the sentence: So far as the Plaintiffs are concerned, the effect of such postponement will be that they will have to stay out of their garden until the end of the cricket season but thereafter will be free to use it as they wish.",from
"Simplify the phrase ""out of"" in the sentence: It is reasonable to decide that during matches the family must keep out of the garden.",from
"Simplify the phrase ""as to"" in the sentence: The risk of damage to the house can be dealt with in other ways, and is not such as to fortify significantly the case for an injunction stopping play on this ground.",about
"Simplify the phrase ""on the ground of"" in the sentence: That the appellant's case rests solely on the ground of a tort based not on fraud but on negligence; and 2. that throughout the appeal the case has been argued on the basis, undisputed by the Second Division and never questioned by counsel for the appellant or by any of your Lordships, that the English and the Scots law on the subject are identical.",because of
"Simplify the phrase ""as to"" in the sentence: I turn, therefore, to the decided cases to see if they can be construed so as to support the appellant's case.",about
"Simplify the phrase ""out of"" in the sentence: Owing to negligence in the construction of a carriage it broke down, and a stranger to the manufacture and sale sought to recover damages for injuries which he alleged were due to negligence in the work, and it was held that he had no cause of action either in tort or arising out of contract.",from
"Simplify the phrase ""as in"" in the sentence: Longmeid v. Holliday 6 Ex 761, 768 was the case of a defective lamp sold to a man whose wife was injured by its explosion.",meaning
"Simplify the phrase ""in the case of"" in the sentence: The general principle of these cases is stated by Lord Sumner in the case of Blacker v. Lake Elliot, Ld. 106 LT 533, 536 , in these terms: The breach of the defendant's contract with A. to use care and skill in and about the manufacture or repair of an article does not of itself give any cause of action to B. when he is injured by reason of the article proving to be defective.",in
"Simplify the phrase ""by reason of"" in the sentence: The general principle of these cases is stated by Lord Sumner in the case of Blacker v. Lake Elliot, Ld. 106 LT 533, 536 , in these terms: The breach of the defendant's contract with A. to use care and skill in and about the manufacture or repair of an article does not of itself give any cause of action to B. when he is injured by reason of the article proving to be defective.",because
"Simplify the phrase ""in the case of"" in the sentence: In the case of an article dangerous in itself; and 2. where the article not in itself dangerous is in fact dangerous, by reason of some defect or for any other reason, and this is known to the manufacturer.",in
"Simplify the phrase ""by reason of"" in the sentence: In the case of an article dangerous in itself; and 2. where the article not in itself dangerous is in fact dangerous, by reason of some defect or for any other reason, and this is known to the manufacturer.",because
"Simplify the phrase ""as to"" in the sentence: As to 1., in the case of things dangerous in themselves, there is, in the words of Lord Dunedin, a peculiar duty to take precaution imposed upon those who send forth or install such articles when it is necessarily the case that other parties will come within their proximity: Dominion Natural Gas Co., Ld. v. Collins Perkins.",about
"Simplify the phrase ""in the case of"" in the sentence: As to 1., in the case of things dangerous in themselves, there is, in the words of Lord Dunedin, a peculiar duty to take precaution imposed upon those who send forth or install such articles when it is necessarily the case that other parties will come within their proximity: Dominion Natural Gas Co., Ld. v. Collins Perkins.",in
"Simplify the phrase ""as to"" in the sentence: 1909 AC 640 , 646 And as to 2., this depends on the fact that the knowledge of the danger creates the obligation to warn, and its concealment is in the nature of fraud.",about
"Simplify the phrase ""as in"" in the sentence: Both Kelly C.B. and Pigott B. stressed the fact that the article had been purchased to the knowledge of the defendant for the use of the plaintiff, as in Langridge v. Levy 2 M W 519 , and Cleasby B., who, realizing that Langridge v. Levy 2 M W 519 was decided on the ground of fraud, said: Substitute the word negligence for fraud, and the analogy between Langridge v. Levy 2 M W 519 and this case is complete.",meaning
"Simplify the phrase ""on the ground of"" in the sentence: Both Kelly C.B. and Pigott B. stressed the fact that the article had been purchased to the knowledge of the defendant for the use of the plaintiff, as in Langridge v. Levy 2 M W 519 , and Cleasby B., who, realizing that Langridge v. Levy 2 M W 519 was decided on the ground of fraud, said: Substitute the word negligence for fraud, and the analogy between Langridge v. Levy 2 M W 519 and this case is complete.",because of
"Simplify the phrase ""in the case of"" in the sentence: Lord Sumner, in the case of Blacker v. Lake Elliot, Ld. 106 LT 533, 536 , closely examines its history, and I agree with his analysis.",in
"Simplify the phrase ""as in"" in the sentence: He said that he could not presume to say that it was wrong, but he declined to follow it on the ground which is, I think, firm, that it was in conflict with Winterbottom v. Wright.",meaning
"Simplify the phrase ""in the case of"" in the sentence: The case has no bearing upon the present, but in the course of his judgment Cleasby B. made the following observation: The point that Mr. Matthews referred to last was raised in the case of George v. Skivington LR 5 Ex 1 , where there was an injury to one person, the wife, and a contract of sale with another person, the husband.",in
"Simplify the phrase ""in the course of"" in the sentence: The case has no bearing upon the present, but in the course of his judgment Cleasby B. made the following observation: The point that Mr. Matthews referred to last was raised in the case of George v. Skivington LR 5 Ex 1 , where there was an injury to one person, the wife, and a contract of sale with another person, the husband.",while
"Simplify the phrase ""as to"" in the sentence: The material passage is as follows: The proposition which these recognized cases suggest, and which is, therefore, to be deduced from them, is that whenever one person is by circumstances placed in such a position with regard to another that every one of ordinary sense who did think would at once recognize that if he did not use ordinary care and skill in his own conduct with regard to those circumstances he would cause danger of injury to the person or property of the other, a duty arises to use ordinary care and skill to avoid such danger Let us apply this proposition to the case of one person supplying goods or machinery, or instruments or utensils, or the like, for the purpose of their being used by another person, but with whom there is no contract as to the supply.",about
"Simplify the phrase ""for the purpose of"" in the sentence: The material passage is as follows: The proposition which these recognized cases suggest, and which is, therefore, to be deduced from them, is that whenever one person is by circumstances placed in such a position with regard to another that every one of ordinary sense who did think would at once recognize that if he did not use ordinary care and skill in his own conduct with regard to those circumstances he would cause danger of injury to the person or property of the other, a duty arises to use ordinary care and skill to avoid such danger Let us apply this proposition to the case of one person supplying goods or machinery, or instruments or utensils, or the like, for the purpose of their being used by another person, but with whom there is no contract as to the supply.",for
"Simplify the phrase ""as to"" in the sentence: The proposition will stand thus: whenever one person supplies goods, or machinery or the like, for the purpose of their being used by another person under such circumstances that everyone of ordinary sense would, if he thought, recognize at once that unless he used ordinary care and skill with regard to the condition of the thing supplied or the mode of supplying it, there will be danger of injury to the person or property of him for whose use the thing is supplied, and who is to use it, a duty arises to use ordinary care and skill as to the condition or manner of supplying such thing.",about
"Simplify the phrase ""for the purpose of"" in the sentence: The proposition will stand thus: whenever one person supplies goods, or machinery or the like, for the purpose of their being used by another person under such circumstances that everyone of ordinary sense would, if he thought, recognize at once that unless he used ordinary care and skill with regard to the condition of the thing supplied or the mode of supplying it, there will be danger of injury to the person or property of him for whose use the thing is supplied, and who is to use it, a duty arises to use ordinary care and skill as to the condition or manner of supplying such thing.",for
"Simplify the phrase ""as to"" in the sentence: This includes the case of goods, etc., supplied to be used immediately by a particular person or persons or one of a class of persons, where it would be obvious to the person supplying, if he thought, that the goods would in all probability be used at once by such persons before a reasonable opportunity for discovering any defect which might exist, and where the thing supplied would be of such a nature that a neglect of ordinary care or skill as to its condition or the manner of supplying it would probably cause danger to the person or property of the person for whose use it was supplied, and who was about to use it.",about
"Simplify the phrase ""as to"" in the sentence: It would exclude a case in which the goods are supplied under circumstances in which it would be a chance by whom they would be used or whether they would be used or not, or whether they would be used before there would probably be means of observing any defect, or where the goods would be of such a nature that a want of care or skill as to their condition or the manner of supplying them would not probably produce danger of injury to person or property.",about
"Simplify the phrase ""on the ground of"" in the sentence: None the less it is clear that Brett M.R. considered the cases of manufactured articles, for he examined Langridge v. Levy 2 M W 519 , and says that it does not negative the proposition that the case might have been supported on the ground of negligence.",because of
"Simplify the phrase ""for the purposes of"" in the sentence: But it is not in terms laid down that any such principle exists, and that case was decided by Cleasby B. on the ground that the negligence of the defendant, which was his own personal negligence, was equivalent, for the purposes of that action, to fraud, on which as he said the decision in Langridge v. Levy 2 M W 519 was based.",for
"Simplify the phrase ""as to"" in the sentence: In declining to concur in laying down the principle enunciated by the Master of the Rolls, I in no way intimate any doubt as to the principle that anyone who leaves a dangerous instrument, as a gun, in such a way as to cause danger, or who without due warning supplies to others for use an instrument or thing which to his knowledge, from its construction or otherwise, is in such a condition as to cause danger, not necessarily incident to the use of such an instrument or thing, is liable for injury caused to others by reason of his negligent act.",about
"Simplify the phrase ""by reason of"" in the sentence: In declining to concur in laying down the principle enunciated by the Master of the Rolls, I in no way intimate any doubt as to the principle that anyone who leaves a dangerous instrument, as a gun, in such a way as to cause danger, or who without due warning supplies to others for use an instrument or thing which to his knowledge, from its construction or otherwise, is in such a condition as to cause danger, not necessarily incident to the use of such an instrument or thing, is liable for injury caused to others by reason of his negligent act.",because
"Simplify the phrase ""from time to time"" in the sentence: In Le Lievre v. Gould 1893 1 QB 491, 497 the mortgagees of the interest of a builder under a building agreement advanced money to him from time to time on the faith of certificates given by a surveyor that certain specified stages in the progress of the buildings had been reached.",sometimes
"Simplify the phrase ""as to"" in the sentence: In consequence of the negligence of the surveyor the certificates contained untrue statements as to the progress of the buildings, but there was no fraud on his part.",about
"Simplify the phrase ""by reason of"" in the sentence: It was held that the surveyor owed no duty to the mortgagees to exercise care in giving his certificates, and they could not maintain an action against him by reason of his negligence.",because
"Simplify the phrase ""as in"" in the sentence: In that same case A. L. Smith L.J. said 1893 1 QB 504 : The decision of Heaven v. Pender 11 QB D 503, 509 was founded upon the principle, that a duty to take due care did arise when the person or property of one was in such proximity to the person or property of another that, if due care was not taken, damage might be done by the one to the other.",meaning
"Simplify the phrase ""as a matter of"" in the sentence: 1893 1 QB 491, 497 Stirling L.J. said that in order to succeed in the action the plaintiff must bring his case within the proposition enunciated by Cotton L.J. and agreed to by Bowen L.J. in Heaven v. Pender 11 QB D 503, 509 , while Mathew L.J. made the following observation: The argument of counsel for the plaintiff was that the defendant's servants had been negligent in the performance of the contract with the owners of the van, and that it followed as a matter of law that anyone in their employment, or, indeed, anyone else who sustained an injury traceable to that negligence, had a cause of action against the defendant.",about
"Simplify the phrase ""by way of"" in the sentence: One further case mentioned in argument may be referred to, certainly not by way of authority, but to gain assistance by considering how similar cases are dealt with by eminent judges of the United States.",for
"Simplify the phrase ""as to"" in the sentence: Were such a principle known and recognized, it seems to me impossible, having regard to the numerous cases that must have arisen to persons injured by its disregard, that, with the exception of George v. Skivington LR 5 Ex 1 , no case directly involving the principle has ever succeeded in the Courts, and, were it well known and accepted, much of the discussion of the earlier cases would have been waste of time, and the distinction as to articles dangerous in themselves or known to be dangerous to the vendor would be meaningless.",about
"Simplify the phrase ""as to"" in the sentence: The case has to be determined in accordance with Scots law; but it has been a matter of agreement between the experienced counsel who argued this case, and it appears to be the basis of the judgments of the learned judges of the Court of Session, that for the purposes of determining this problem the laws of Scotland and of England are the same.",about
"Simplify the phrase ""for the purposes of"" in the sentence: The case has to be determined in accordance with Scots law; but it has been a matter of agreement between the experienced counsel who argued this case, and it appears to be the basis of the judgments of the learned judges of the Court of Session, that for the purposes of determining this problem the laws of Scotland and of England are the same.",for
"Simplify the phrase ""in accordance with"" in the sentence: The case has to be determined in accordance with Scots law; but it has been a matter of agreement between the experienced counsel who argued this case, and it appears to be the basis of the judgments of the learned judges of the Court of Session, that for the purposes of determining this problem the laws of Scotland and of England are the same.",according to
"Simplify the phrase ""as to"" in the sentence: The law of both countries appears to be that in order to support an action for damages for negligence the complainant has to show that he has been injured by the breach of a duty owed to him in the circumstances by the defendant to take reasonable care to avoid such injury.",about
"Simplify the phrase ""as a matter of"" in the sentence: We are solely concerned with the question whether, as a matter of law in the circumstances alleged, the defender owed any duty to the pursuer to take care.",about
"Simplify the phrase ""as to"" in the sentence: The result is that the Courts have been engaged upon an elaborate classification of duties as they exist in respect of property, whether real or personal, with further divisions as to ownership, occupation or control, and distinctions based on the particular relations of the one side or the other, whether manufacturer, salesman or landlord, customer, tenant, stranger, and so on.",about
"Simplify the phrase ""in respect of"" in the sentence: The result is that the Courts have been engaged upon an elaborate classification of duties as they exist in respect of property, whether real or personal, with further divisions as to ownership, occupation or control, and distinctions based on the particular relations of the one side or the other, whether manufacturer, salesman or landlord, customer, tenant, stranger, and so on.",about
"Simplify the phrase ""as in"" in the sentence: The liability for negligence, whether you style it such or treat it as in other systems as a species of culpa, is no doubt based upon a general public sentiment of moral wrongdoing for which the offender must pay.",meaning
"Simplify the phrase ""as to"" in the sentence: But acts or omissions which any moral code would censure cannot in a practical world be treated so as to give a right to every person injured by them to demand relief.",about
"Simplify the phrase ""as in"" in the sentence: The decision of Heaven v. Pender 11 QB D 503, 509 was founded upon the principle, that a duty to take due care did arise when the person or property of one was in such proximity to the person or property of another that, if due care was not taken, damage might be done by the one to the other.",meaning
"Simplify the phrase ""as in"" in the sentence: I think that this sufficiently states the truth if proximity be not confined to mere physical proximity, but be used, as I think it was intended, to extend to such close and direct relations that the act complained of directly affects a person whom the person alleged to be bound to take care would know would be directly affected by his careless act.",meaning
"Simplify the phrase ""as in"" in the sentence: That this is the sense in which nearness of proximity was intended by Lord Esher is obvious from his own illustration in Heaven v. Pender 11 QB D 503, 510 of the application of his doctrine to the sale of goods.",meaning
"Simplify the phrase ""as to"" in the sentence: This i.e., the rule he has just formulated includes the case of goods, etc., supplied to be used immediately by a particular person or persons, or one of a class of persons, where it would be obvious to the person supplying, if he thought, that the goods would in all probability be used at once by such persons before a reasonable opportunity for discovering any defect which might exist, and where the thing supplied would be of such a nature that a neglect of ordinary care or skill as to its condition or the manner of supplying it would probably cause danger to the person or property of the person for whose use it was supplied, and who was about to use it.",about
"Simplify the phrase ""as to"" in the sentence: It would exclude a case in which the goods are supplied under circumstances in which it would be a chance by whom they would be used or whether they would be used or not, or whether they would be used before there would probably be means of observing any defect, or where the goods would be of such a nature that a want of care or skill as to their condition or the manner of supplying them would not probably produce danger of injury to person or property.",about
"Simplify the phrase ""in the course of"" in the sentence: Negligently, in the course of preparation, he allows the contents to be mixed with poison.",while
"Simplify the phrase ""in the case of"" in the sentence: I would point out that, in the assumed state of the authorities, not only would the consumer have no remedy against the manufacturer, he would have none against any one else, for in the circumstances alleged there would be no evidence of negligence against any one other than the manufacturer; and, except in the case of a consumer who was also a purchaser, no contract and no warranty of fitness, and in the case of the purchase of a specific article under its patent or trade name, which might well be the case in the purchase of some articles of food or drink, no warranty protecting even the purchaserconsumer.",in
"Simplify the phrase ""as in"" in the sentence: The doctrine supported by the decision below would not only deny a remedy to the consumer who was injured by consuming bottled beer or chocolates poisoned by the negligence of the manufacturer, but also to the user of what should be a harmless proprietary medicine, an ointment, a soap, a cleaning fluid or cleaning powder.",meaning
"Simplify the phrase ""as to"" in the sentence: I do not think so in of our jurisprudence as to suppose that its principles are so remote from the ordinary needs of civilized society and the ordinary claims it makes upon its members as to deny a legal remedy where there is so obviously a social wrong.",about
"Simplify the phrase ""as in"" in the sentence: LR 5 Ex 1 That was a decision on a demurrer to a declaration which averred that the defendant professed to sell a hairwash made by himself, and that the plaintiff Joseph George bought a bottle, to be used by his wife, the plaintiff Emma George, as the defendant then knew, and that the defendant had so negligently conducted himself in preparing and selling the hairwash that it was unfit for use, whereby the female plaintiff was injured.",meaning
"Simplify the phrase ""as in"" in the sentence: LT 392 , decided on July 2 at a date between the argument and the judgment in Heaven v. Pender 11 QB D 517 , though, as in that case the Court negatived any breach of duty, the expression of opinion is not authoritative.",meaning
"Simplify the phrase ""as to"" in the sentence: The existence of the duty contended for is also supported by Hawkins v. Smith 1896 12 Times LR 532 , where a dock labourer in the employ of the dock company was injured by a defective sack which had been hired by the consignees from the defendant, who knew the use to which it was to be put, and had been provided by the consignees for the use of the dock company, who had been employed by them to unload the ship on the dock company's premises.",about
"Simplify the phrase ""as in"" in the sentence: The existence of the duty contended for is also supported by Hawkins v. Smith 1896 12 Times LR 532 , where a dock labourer in the employ of the dock company was injured by a defective sack which had been hired by the consignees from the defendant, who knew the use to which it was to be put, and had been provided by the consignees for the use of the dock company, who had been employed by them to unload the ship on the dock company's premises.",meaning
"Simplify the phrase ""by reason of"" in the sentence: The plaintiff was injured in the course of unloading the coal by reason of the defective condition of the truck, and was held by a Divisional Court, Grove and A. L. Smith JJ., entitled to recover on the ground of the defendants' breach of duty to see that the truck was not in a dangerous condition.",because
"Simplify the phrase ""as in"" in the sentence: The plaintiff was injured in the course of unloading the coal by reason of the defective condition of the truck, and was held by a Divisional Court, Grove and A. L. Smith JJ., entitled to recover on the ground of the defendants' breach of duty to see that the truck was not in a dangerous condition.",meaning
"Simplify the phrase ""on the ground of"" in the sentence: The plaintiff was injured in the course of unloading the coal by reason of the defective condition of the truck, and was held by a Divisional Court, Grove and A. L. Smith JJ., entitled to recover on the ground of the defendants' breach of duty to see that the truck was not in a dangerous condition.",because of
"Simplify the phrase ""in the course of"" in the sentence: The plaintiff was injured in the course of unloading the coal by reason of the defective condition of the truck, and was held by a Divisional Court, Grove and A. L. Smith JJ., entitled to recover on the ground of the defendants' breach of duty to see that the truck was not in a dangerous condition.",while
"Simplify the phrase ""in the course of"" in the sentence: I do not find the decisions expressed to be based upon this ground, but rather upon the knowledge that the plaintiff in the course of the contemplated use of the chattel would use it; and the supposed invitation appears to me to be in many cases a fiction, and merely a form of expressing the direct relation between supplier and user which gives rise to the duty to take care.",while
"Simplify the phrase ""as to"" in the sentence: The Court of Exchequer, after consulting the trial judge as to his direction, refused the rule.",about
"Simplify the phrase ""as to"" in the sentence: The law as to the liability to invitees and licensees had not then been developed.",about
"Simplify the phrase ""as in"" in the sentence: The action was in case for negligently entrusting the young servant with the gun.",meaning
"Simplify the phrase ""as in"" in the sentence: A motion by Sir William Garrow AttorneyGeneral for a new trial was dismissed by the Court, Lord Ellenborough and Bayley J., the former remarking that it was incumbent on the defendant, who by charging the gun had made it capable of doing mischief, to render it safe and innoxious.",meaning
"Simplify the phrase ""as in"" in the sentence: In Langridge v. Levy 2 M W 519; 4 M W 337 the action was in case, and the declaration alleged that the defendant, by falsely and fraudulently warranting a gun to have been made by Nock and to be a good, safe, and secure gun, sold the gun to the plaintiff's father for the use of himself and his son, and that one of his sons, confiding in the warranty, used the gun, which burst and injured him.",meaning
"Simplify the phrase ""as in"" in the sentence: The judge left to the jury whether the defendant had warranted the gun to be by Nock and to be safe; whether it was in fact unsafe; and whether the defendant warranted it to be safe knowing that it was not so.",meaning
"Simplify the phrase ""by reason of"" in the sentence: It appears to have been argued that the plaintiff could recover wherever there is a breach of duty imposed on the defendant by contract or otherwise, and the plaintiff is injured by reason of its breach; by this is meant apparently that the duty need not be owed to the plaintiff, but that he can take advantage of the breach of a duty owed to a third party.",because
"Simplify the phrase ""on the ground of"" in the sentence: It is sufficient to say that the case was based, as I think, in the pleading, and certainly in the judgment, on the ground of fraud, and it appears to add nothing of value positively or negatively to the present discussion.",because of
"Simplify the phrase ""as to"" in the sentence: The plaintiff had demurred to two of the pleas, as to which there was no decision by the Court; but on the hearing of the plaintiff's demurrer the Court, in accordance with the practice of the day, were entitled to consider the whole record, including the declaration, and, coming to the conclusion that this declaration disclosed no cause of action, gave judgment for the defendant: see Sutton's Personal Actions at Common Law, p. 113.",about
